round,cohort_size,sum_w_cohort,avg_w_cohort,avg_norm_cached_g,avg_cos_cached_vs_honest_mean,n_in_S_t,decay_factor_this_round
0,80,0.368421,0.004605,33.507650,-0.009194,80,0.995000
1,80,0.368421,0.004605,33.847667,-0.012164,80,0.995000
2,80,0.368421,0.004605,33.394828,-0.028633,80,0.995000
3,80,0.368421,0.004605,32.028660,-0.072152,80,0.995000
4,80,0.368421,0.004605,30.370860,-0.111300,80,0.995000
5,80,0.368421,0.004605,28.655302,-0.137889,80,0.995000
6,80,0.368421,0.004605,27.205345,-0.165914,80,0.995000
7,80,0.368421,0.004605,25.755167,-0.180382,80,0.995000
8,80,0.368421,0.004605,24.615794,-0.187290,80,0.995000
9,80,0.368421,0.004605,23.588990,-0.199047,80,0.995000
10,80,0.368421,0.004605,22.689769,-0.207842,80,0.995000
11,80,0.368421,0.004605,21.798921,-0.221318,80,0.995000
12,80,0.368421,0.004605,21.103271,-0.225287,80,0.995000
13,80,0.368421,0.004605,20.423801,-0.229340,80,0.995000
14,80,0.368421,0.004605,19.749543,-0.224247,80,0.995000
15,80,0.368421,0.004605,19.184072,-0.237837,80,0.995000
16,80,0.368421,0.004605,18.624853,-0.259926,80,0.995000
17,80,0.368421,0.004605,18.167638,-0.273473,80,0.995000
18,80,0.368421,0.004605,17.694520,-0.283431,80,0.995000
19,80,0.368421,0.004605,17.316540,-0.264084,80,0.995000
20,80,0.368421,0.004605,16.925713,-0.295310,80,0.995000
21,80,0.368421,0.004605,16.573342,-0.292598,80,0.995000
22,80,0.368421,0.004605,16.257237,-0.295652,80,0.995000
23,80,0.368421,0.004605,15.976959,-0.314998,80,0.995000
24,80,0.368421,0.004605,15.671571,-0.317253,80,0.995000
25,80,0.368421,0.004605,15.445065,-0.316703,80,0.995000
26,80,0.368421,0.004605,15.214202,-0.329236,80,0.995000
27,80,0.368421,0.004605,15.024245,-0.330012,80,0.995000
28,80,0.368421,0.004605,14.741965,-0.327441,80,0.995000
29,80,0.368421,0.004605,14.544037,-0.338830,80,0.995000
30,80,0.368421,0.004605,14.448565,-0.347199,80,0.995000
31,80,0.368421,0.004605,14.234196,-0.345786,80,0.995000
32,80,0.368421,0.004605,14.066181,-0.351739,80,0.995000
33,80,0.368421,0.004605,13.949041,-0.338552,80,0.995000
34,80,0.368421,0.004605,13.798379,-0.355776,80,0.995000
35,80,0.368421,0.004605,13.667495,-0.372497,80,0.995000
36,80,0.368421,0.004605,13.525482,-0.372352,80,0.995000
37,80,0.368421,0.004605,13.449141,-0.371639,80,0.995000
38,80,0.368421,0.004605,13.330732,-0.369390,80,0.995000
39,80,0.368421,0.004605,13.266811,-0.362391,80,0.995000
40,80,0.368421,0.004605,13.151671,-0.388429,80,0.995000
41,80,0.368421,0.004605,13.058390,-0.392259,80,0.995000
42,80,0.368421,0.004605,13.003364,-0.380193,80,0.995000
43,80,0.368421,0.004605,12.909631,-0.394889,80,0.995000
44,80,0.368421,0.004605,12.879133,-0.404055,80,0.995000
45,80,0.368421,0.004605,12.723096,-0.401460,80,0.995000
46,80,0.368421,0.004605,12.691340,-0.421845,80,0.995000
47,80,0.368421,0.004605,12.605301,-0.380624,80,0.995000
