round,cohort_size,sum_w_cohort,avg_w_cohort,avg_norm_cached_g,avg_cos_cached_vs_honest_mean,n_in_S_t,decay_factor_this_round
0,80,0.368421,0.004605,33.954455,-0.034098,80,0.995000
1,80,0.368421,0.004605,34.531544,-0.030459,80,0.995000
2,80,0.368421,0.004605,34.184819,-0.050809,80,0.995000
3,80,0.368421,0.004605,32.644463,-0.073693,80,0.995000
4,80,0.368421,0.004605,30.651223,-0.111135,80,0.995000
5,80,0.368421,0.004605,28.754000,-0.134441,80,0.995000
6,80,0.368421,0.004605,27.049369,-0.163981,80,0.995000
7,80,0.368421,0.004605,25.614478,-0.192344,80,0.995000
8,80,0.368421,0.004605,24.387625,-0.207976,80,0.995000
9,80,0.368421,0.004605,23.324611,-0.212443,80,0.995000
10,80,0.368421,0.004605,22.423386,-0.216166,80,0.995000
11,80,0.368421,0.004605,21.562039,-0.237703,80,0.995000
12,80,0.368421,0.004605,20.791453,-0.233628,80,0.995000
13,80,0.368421,0.004605,20.155279,-0.238678,80,0.995000
14,80,0.368421,0.004605,19.549901,-0.244569,80,0.995000
15,80,0.368421,0.004605,18.987288,-0.254527,80,0.995000
16,80,0.368421,0.004605,18.545377,-0.253015,80,0.995000
17,80,0.368421,0.004605,18.061670,-0.263629,80,0.995000
18,80,0.368421,0.004605,17.709278,-0.265846,80,0.995000
19,80,0.368421,0.004605,17.252943,-0.258930,80,0.995000
20,80,0.368421,0.004605,16.898918,-0.279412,80,0.995000
21,80,0.368421,0.004605,16.558165,-0.291842,80,0.995000
22,80,0.368421,0.004605,16.269773,-0.296048,80,0.995000
23,80,0.368421,0.004605,16.065273,-0.304107,80,0.995000
24,80,0.368421,0.004605,15.719614,-0.275239,80,0.995000
25,80,0.368421,0.004605,15.546965,-0.295593,80,0.995000
26,80,0.368421,0.004605,15.306421,-0.320334,80,0.995000
27,80,0.368421,0.004605,15.104159,-0.311756,80,0.995000
28,80,0.368421,0.004605,14.931727,-0.303476,80,0.995000
29,80,0.368421,0.004605,14.654699,-0.327258,80,0.995000
30,80,0.368421,0.004605,14.621531,-0.322481,80,0.995000
31,80,0.368421,0.004605,14.413820,-0.330482,80,0.995000
32,80,0.368421,0.004605,14.299459,-0.343465,80,0.995000
33,80,0.368421,0.004605,14.120387,-0.329982,80,0.995000
34,80,0.368421,0.004605,13.995835,-0.347970,80,0.995000
35,80,0.368421,0.004605,13.847582,-0.348145,80,0.995000
36,80,0.368421,0.004605,13.789181,-0.356741,80,0.995000
37,80,0.368421,0.004605,13.569350,-0.363882,80,0.995000
38,80,0.368421,0.004605,13.440375,-0.359966,80,0.995000
39,80,0.368421,0.004605,13.335523,-0.360489,80,0.995000
40,80,0.368421,0.004605,13.268203,-0.376970,80,0.995000
41,80,0.368421,0.004605,13.178614,-0.384160,80,0.995000
42,80,0.368421,0.004605,13.106401,-0.389998,80,0.995000
43,80,0.368421,0.004605,13.017006,-0.382627,80,0.995000
44,80,0.368421,0.004605,12.931627,-0.406726,80,0.995000
45,80,0.368421,0.004605,12.838051,-0.405741,80,0.995000
46,80,0.368421,0.004605,12.748135,-0.410121,80,0.995000
47,80,0.368421,0.004605,12.659009,-0.411743,80,0.995000
48,80,0.368421,0.004605,12.620848,-0.414575,80,0.995000
49,80,0.368421,0.004605,12.500122,-0.402707,80,0.995000
50,80,0.368421,0.004605,12.501042,-0.414898,80,0.995000
51,80,0.368421,0.004605,12.449724,-0.419782,80,0.995000
52,80,0.368421,0.004605,12.248834,-0.429697,80,0.995000
53,80,0.368421,0.004605,12.284819,-0.441509,80,0.995000
54,80,0.368421,0.004605,12.191729,-0.412909,80,0.995000
55,80,0.368421,0.004605,12.152946,-0.438802,80,0.995000
56,80,0.368421,0.004605,12.127543,-0.411306,80,0.995000
57,80,0.368421,0.004605,12.041137,-0.441464,80,0.995000
58,80,0.368421,0.004605,12.034618,-0.430553,80,0.995000
59,80,0.368421,0.004605,11.972772,-0.426651,80,0.995000
60,80,0.368421,0.004605,11.952587,-0.438347,80,0.995000
61,80,0.368421,0.004605,11.881264,-0.440487,80,0.995000
62,80,0.368421,0.004605,11.804174,-0.420929,80,0.995000
