round,test_acc,test_loss
0,0.068600,2.309219
10,0.673700,1.714101
20,0.730300,1.214228
30,0.703800,0.987861
40,0.743600,0.822989
50,0.772600,0.718066
60,0.791900,0.645536
70,0.811200,0.593396
80,0.823500,0.555069
90,0.832700,0.524351
100,0.840000,0.499231
110,0.847200,0.479217
120,0.852900,0.462656
130,0.859000,0.446725
140,0.863500,0.433728
150,0.866400,0.423525
160,0.869900,0.413714
170,0.874000,0.403432
180,0.876300,0.396088
190,0.879000,0.388190
200,0.880100,0.381457
