round,test_acc,test_loss
0,0.068600,2.309219
10,0.159300,2.180112
20,0.477900,1.985152
30,0.150100,2.278518
40,0.142600,2.359618
50,0.144300,2.420717
60,0.153600,2.458468
70,0.151600,2.474937
80,0.141100,2.478409
90,0.133000,2.465768
100,0.122700,2.442540
110,0.112300,2.423436
120,0.106200,2.411454
130,0.101900,2.405957
140,0.097100,2.403856
150,0.093600,2.403500
160,0.090500,2.403489
170,0.087100,2.404129
180,0.084700,2.405581
190,0.083600,2.407661
200,0.082400,2.410266
