round,test_acc,test_loss
0,0.127100,2.303869
10,0.143700,2.181704
20,0.621200,1.949881
30,0.692100,1.662917
40,0.732900,1.365073
50,0.754200,1.121560
60,0.772000,0.942846
70,0.792900,0.819304
80,0.812200,0.731206
90,0.829000,0.665321
100,0.842700,0.615056
110,0.846100,0.579309
120,0.854500,0.547513
130,0.861400,0.518852
140,0.866100,0.497755
150,0.872300,0.476494
160,0.876400,0.460343
170,0.879900,0.445327
180,0.882300,0.433234
190,0.885000,0.422946
200,0.889100,0.409589
