round,test_acc,test_loss
0,0.082400,2.309957
10,0.283100,2.138787
20,0.397800,1.908654
30,0.132700,2.326674
40,0.125800,2.574460
50,0.131400,2.671400
60,0.138900,2.697681
70,0.140800,2.705069
80,0.138600,2.667819
90,0.136800,2.620302
100,0.136000,2.596946
110,0.135200,2.589521
120,0.134200,2.587938
130,0.133400,2.586477
140,0.131800,2.585064
150,0.130800,2.584207
160,0.129400,2.584544
170,0.128500,2.586391
180,0.127000,2.589469
190,0.126000,2.593182
200,0.125200,2.597794
