round,sum_w_cohort_proxy,avg_cos_cached_vs_hon_mean,n_in_S_t,decay_factor
81,0.200000,-0.255865,0,0.995000
82,0.200000,-0.264874,0,0.995000
83,0.200000,-0.256149,0,0.995000
84,0.200000,-0.255902,0,0.995000
85,0.200000,-0.246850,0,0.995000
86,0.200000,-0.252621,0,0.995000
87,0.200000,-0.251777,0,0.995000
88,0.200000,-0.251415,0,0.995000
89,0.200000,-0.258782,0,0.995000
90,0.200000,-0.249611,0,0.995000
91,0.200000,-0.258159,0,0.995000
92,0.200000,-0.250587,0,0.995000
93,0.200000,-0.263031,0,0.995000
94,0.200000,-0.256763,0,0.995000
95,0.200000,-0.250412,0,0.995000
96,0.200000,-0.248487,0,0.995000
97,0.200000,-0.255299,0,0.995000
98,0.200000,-0.249448,0,0.995000
99,0.200000,-0.245650,0,0.995000
100,0.200000,-0.248060,0,0.995000
101,0.200000,-0.249308,0,0.995000
102,0.200000,-0.256141,0,0.995000
103,0.200000,-0.251618,0,0.995000
104,0.200000,-0.240674,0,0.995000
105,0.200000,-0.235970,0,0.995000
106,0.200000,-0.254175,0,0.995000
107,0.200000,-0.236063,0,0.995000
108,0.200000,-0.250757,0,0.995000
109,0.200000,-0.258052,0,0.995000
110,0.200000,-0.252690,0,0.995000
111,0.200000,-0.239387,0,0.995000
112,0.200000,-0.251157,0,0.995000
113,0.200000,-0.241317,0,0.995000
114,0.200000,-0.244297,0,0.995000
115,0.200000,-0.248014,0,0.995000
116,0.200000,-0.244570,0,0.995000
117,0.200000,-0.241346,0,0.995000
118,0.200000,-0.235737,0,0.995000
119,0.200000,-0.248839,0,0.995000
120,0.200000,-0.231385,0,0.995000
121,0.200000,-0.223304,0,0.995000
122,0.200000,-0.238882,0,0.995000
123,0.200000,-0.243836,0,0.995000
124,0.200000,-0.227524,0,0.995000
125,0.200000,-0.240573,0,0.995000
126,0.200000,-0.232219,0,0.995000
127,0.200000,-0.235218,0,0.995000
128,0.200000,-0.220502,0,0.995000
129,0.200000,-0.235975,0,0.995000
130,0.200000,-0.249040,0,0.995000
131,0.200000,-0.243609,0,0.995000
132,0.200000,-0.228615,0,0.995000
133,0.200000,-0.208384,0,0.995000
134,0.200000,-0.244903,0,0.995000
135,0.200000,-0.239490,0,0.995000
136,0.200000,-0.235438,0,0.995000
137,0.200000,-0.227939,0,0.995000
138,0.200000,-0.236308,0,0.995000
139,0.200000,-0.231915,0,0.995000
140,0.200000,-0.227946,0,0.995000
141,0.200000,-0.235229,0,0.995000
142,0.200000,-0.232519,0,0.995000
143,0.200000,-0.219383,0,0.995000
144,0.200000,-0.214936,0,0.995000
145,0.200000,-0.232501,0,0.995000
146,0.200000,-0.225243,0,0.995000
147,0.200000,-0.230797,0,0.995000
148,0.200000,-0.218723,0,0.995000
149,0.200000,-0.230592,0,0.995000
150,0.200000,-0.223590,0,0.995000
151,0.200000,-0.224860,0,0.995000
152,0.200000,-0.214688,0,0.995000
153,0.200000,-0.222474,0,0.995000
154,0.200000,-0.217703,0,0.995000
155,0.200000,-0.217324,0,0.995000
156,0.200000,-0.217192,0,0.995000
157,0.200000,-0.221818,0,0.995000
158,0.200000,-0.226376,0,0.995000
159,0.200000,-0.220422,0,0.995000
160,0.200000,-0.220269,0,0.995000
161,0.200000,-0.213100,0,0.995000
162,0.200000,-0.212309,0,0.995000
163,0.200000,-0.221168,0,0.995000
164,0.200000,-0.199298,0,0.995000
165,0.200000,-0.210111,0,0.995000
166,0.200000,-0.202226,0,0.995000
167,0.200000,-0.206090,0,0.995000
168,0.200000,-0.209218,0,0.995000
169,0.200000,-0.206862,0,0.995000
170,0.200000,-0.206504,0,0.995000
171,0.200000,-0.208993,0,0.995000
172,0.200000,-0.211794,0,0.995000
173,0.200000,-0.216312,0,0.995000
174,0.200000,-0.202645,0,0.995000
175,0.200000,-0.197363,0,0.995000
176,0.200000,-0.212026,0,0.995000
177,0.200000,-0.186857,0,0.995000
178,0.200000,-0.195607,0,0.995000
179,0.200000,-0.205557,0,0.995000
180,0.200000,-0.201410,0,0.995000
181,0.200000,-0.209290,0,0.995000
182,0.200000,-0.207836,0,0.995000
183,0.200000,-0.189374,0,0.995000
184,0.200000,-0.197954,0,0.995000
185,0.200000,-0.189100,0,0.995000
186,0.200000,-0.198631,0,0.995000
187,0.200000,-0.194391,0,0.995000
188,0.200000,-0.193639,0,0.995000
189,0.200000,-0.198480,0,0.995000
190,0.200000,-0.198289,0,0.995000
191,0.200000,-0.190482,0,0.995000
192,0.200000,-0.182237,0,0.995000
193,0.200000,-0.181134,0,0.995000
194,0.200000,-0.197625,0,0.995000
195,0.200000,-0.207881,0,0.995000
196,0.200000,-0.207090,0,0.995000
197,0.200000,-0.193540,0,0.995000
198,0.200000,-0.190370,0,0.995000
199,0.200000,-0.188328,0,0.995000
