round,test_acc,test_loss
0,0.068600,2.309219
10,0.157700,2.196430
20,0.511600,1.984034
30,0.592700,1.736646
40,0.664200,1.453184
50,0.715500,1.198289
60,0.760600,1.001329
70,0.795600,0.857051
80,0.820900,0.753833
90,0.834100,0.680346
100,0.844600,0.624789
110,0.856100,0.582665
120,0.863300,0.549228
130,0.867900,0.521995
140,0.870700,0.499748
150,0.874900,0.480583
160,0.877300,0.464032
170,0.880600,0.449399
180,0.882200,0.438107
190,0.885600,0.426564
200,0.888300,0.415542
