round,test_acc,test_loss
0,0.127100,2.303869
10,0.123200,2.165506
20,0.567900,1.941736
30,0.213500,2.116354
40,0.204400,2.171547
50,0.171100,2.229504
60,0.166700,2.282615
70,0.164300,2.357852
80,0.165100,2.470284
90,0.165700,2.603029
100,0.168700,2.750653
110,0.170400,2.909789
120,0.173600,3.077983
130,0.175600,3.254055
140,0.176000,3.437104
150,0.177200,3.625748
160,0.177100,3.818338
170,0.176800,4.013653
180,0.176000,4.210664
190,0.176000,4.408951
200,0.176100,4.608078
