round,cohort_size,sum_w_cohort,avg_w_cohort,avg_norm_cached_g,avg_cos_cached_vs_honest_mean,n_in_S_t,decay_factor_this_round
0,80,0.419305,0.005241,27.479042,+0.087809,80,0.995000
1,80,0.421053,0.005263,30.533667,+0.103714,80,0.995000
2,80,0.421053,0.005263,32.499782,+0.121215,80,0.995000
3,80,0.421053,0.005263,32.614483,+0.121469,80,0.995000
4,80,0.421053,0.005263,31.004022,+0.123521,80,0.995000
5,80,0.421053,0.005263,29.190975,+0.140654,80,0.995000
6,80,0.421053,0.005263,27.551846,+0.171421,80,0.995000
7,80,0.421053,0.005263,25.988756,+0.201476,80,0.995000
8,80,0.421013,0.005263,24.743666,+0.231397,80,0.995000
9,80,0.421053,0.005263,23.386599,+0.257005,80,0.995000
10,80,0.421053,0.005263,22.168208,+0.274811,80,0.995000
11,80,0.421053,0.005263,21.019493,+0.304187,80,0.995000
12,80,0.421053,0.005263,19.907179,+0.308072,80,0.995000
13,80,0.420935,0.005262,18.941104,+0.306557,80,0.995000
14,80,0.420947,0.005262,17.901654,+0.294217,80,0.995000
15,80,0.421053,0.005263,17.080215,+0.280375,80,0.995000
16,80,0.420072,0.005251,16.350732,+0.274516,80,0.995000
17,80,0.420361,0.005255,15.659166,+0.263649,80,0.995000
18,80,0.421053,0.005263,15.240309,+0.252921,80,0.995000
19,80,0.421053,0.005263,12.289896,+0.276727,80,0.995000
20,80,0.421053,0.005263,12.228446,+0.252253,0,0.995000
21,80,0.421053,0.005263,12.167304,+0.226777,0,0.995000
22,80,0.421053,0.005263,12.106467,+0.186640,0,0.995000
23,80,0.421053,0.005263,12.045935,+0.178281,0,0.995000
24,80,0.421053,0.005263,11.985705,+0.165248,0,0.995000
25,80,0.421053,0.005263,11.925777,+0.142385,0,0.995000
26,80,0.421053,0.005263,11.866148,+0.124055,0,0.995000
27,80,0.421053,0.005263,11.806817,+0.104532,0,0.995000
28,80,0.421053,0.005263,11.747783,+0.109855,0,0.995000
29,80,0.421053,0.005263,11.689044,+0.100829,0,0.995000
30,80,0.421053,0.005263,11.630599,+0.085105,0,0.995000
31,80,0.421053,0.005263,11.572446,+0.072089,0,0.995000
32,80,0.421053,0.005263,11.514584,+0.041497,0,0.995000
33,80,0.421053,0.005263,11.457011,+0.033184,0,0.995000
34,80,0.421053,0.005263,11.399726,+0.023673,0,0.995000
35,80,0.421053,0.005263,11.342727,+0.016048,0,0.995000
36,80,0.421053,0.005263,11.286014,+0.009329,0,0.995000
37,80,0.421053,0.005263,11.229583,-0.007189,0,0.995000
38,80,0.421053,0.005263,11.173436,-0.018691,0,0.995000
39,80,0.421053,0.005263,11.117568,-0.032456,0,0.995000
40,80,0.421053,0.005263,11.061981,-0.035039,0,0.995000
41,80,0.421053,0.005263,11.006671,-0.049296,0,0.995000
42,80,0.421053,0.005263,10.951637,-0.056466,0,0.995000
43,80,0.421053,0.005263,10.896879,-0.068974,0,0.995000
44,80,0.421053,0.005263,10.842395,-0.076408,0,0.995000
45,80,0.421053,0.005263,10.788183,-0.074785,0,0.995000
46,80,0.421053,0.005263,10.734242,-0.088183,0,0.995000
47,80,0.421053,0.005263,10.680571,-0.087885,0,0.995000
48,80,0.421053,0.005263,10.627168,-0.087009,0,0.995000
49,80,0.421053,0.005263,10.574032,-0.105573,0,0.995000
50,80,0.421053,0.005263,10.521162,-0.106499,0,0.995000
51,80,0.421053,0.005263,10.468556,-0.111117,0,0.995000
52,80,0.421053,0.005263,10.416213,-0.128586,0,0.995000
53,80,0.421053,0.005263,10.364132,-0.125680,0,0.995000
54,80,0.421053,0.005263,10.312311,-0.139773,0,0.995000
55,80,0.421053,0.005263,10.260750,-0.138729,0,0.995000
56,80,0.421053,0.005263,10.209446,-0.156709,0,0.995000
57,80,0.421053,0.005263,10.158399,-0.139464,0,0.995000
58,80,0.421053,0.005263,10.107607,-0.146717,0,0.995000
59,80,0.421053,0.005263,10.057069,-0.156091,0,0.995000
60,80,0.421053,0.005263,10.006784,-0.161790,0,0.995000
61,80,0.421053,0.005263,9.956750,-0.150248,0,0.995000
62,80,0.421053,0.005263,9.906966,-0.145391,0,0.995000
63,80,0.421053,0.005263,9.857431,-0.165371,0,0.995000
64,80,0.421053,0.005263,9.808144,-0.171788,0,0.995000
