round,test_acc,test_loss
0,0.068600,2.309219
10,0.515200,2.071242
20,0.644100,1.783723
30,0.693400,1.476026
40,0.737700,1.197711
50,0.778300,0.985239
60,0.806700,0.836841
70,0.826800,0.734396
80,0.841300,0.660751
90,0.850600,0.606799
100,0.859800,0.564563
110,0.865900,0.531129
120,0.872600,0.503788
130,0.877800,0.481009
140,0.880200,0.462010
150,0.882700,0.445631
160,0.885900,0.431391
170,0.887900,0.419303
180,0.891100,0.408614
190,0.892300,0.398845
200,0.894100,0.390167
