round,cohort_size,sum_w_cohort,avg_w_cohort,avg_norm_cached_g,avg_cos_cached_vs_honest_mean,n_in_S_t,decay_factor_this_round
0,80,0.421053,0.005263,46.626852,+0.060401,80,0.995000
1,80,0.421053,0.005263,47.611535,+0.064211,80,0.995000
2,80,0.421053,0.005263,44.215727,+0.022569,80,0.995000
3,80,0.421053,0.005263,40.078688,-0.022513,80,0.995000
4,80,0.418835,0.005235,36.568544,-0.046945,80,0.995000
5,80,0.411050,0.005138,33.767807,-0.064558,80,0.995000
6,80,0.399760,0.004997,31.517486,-0.083893,80,0.995000
7,80,0.384623,0.004808,29.792390,-0.110574,80,0.995000
8,80,0.369584,0.004620,28.362550,-0.114059,80,0.995000
9,80,0.368421,0.004605,27.321876,-0.119821,80,0.995000
10,80,0.369303,0.004616,26.414148,-0.109390,80,0.995000
11,80,0.375824,0.004698,25.259488,-0.111947,80,0.995000
12,80,0.378555,0.004732,24.476355,-0.102919,80,0.995000
13,80,0.378399,0.004730,23.540340,-0.100288,80,0.995000
14,80,0.374692,0.004684,22.829329,-0.102524,80,0.995000
15,80,0.372636,0.004658,22.225095,-0.092396,80,0.995000
16,80,0.371684,0.004646,21.765730,-0.109641,80,0.995000
17,80,0.371157,0.004639,21.157021,-0.104020,80,0.995000
18,80,0.371097,0.004639,20.661975,-0.114774,80,0.995000
19,80,0.371238,0.004640,20.303453,-0.117397,80,0.995000
20,80,0.371238,0.004640,20.201936,-0.110595,0,0.995000
21,80,0.371238,0.004640,20.100926,-0.111163,0,0.995000
22,80,0.371238,0.004640,20.000421,-0.130189,0,0.995000
23,80,0.371238,0.004640,19.900419,-0.140591,0,0.995000
24,80,0.371238,0.004640,19.800917,-0.145696,0,0.995000
25,80,0.371238,0.004640,19.701913,-0.138881,0,0.995000
26,80,0.371238,0.004640,19.603403,-0.158797,0,0.995000
27,80,0.371238,0.004640,19.505386,-0.164334,0,0.995000
28,80,0.371238,0.004640,19.407859,-0.160985,0,0.995000
29,80,0.371238,0.004640,19.310820,-0.172024,0,0.995000
30,80,0.371238,0.004640,19.214266,-0.176911,0,0.995000
31,80,0.371238,0.004640,19.118194,-0.164158,0,0.995000
32,80,0.371238,0.004640,19.022603,-0.188400,0,0.995000
33,80,0.371238,0.004640,18.927490,-0.172470,0,0.995000
34,80,0.371238,0.004640,18.832853,-0.197353,0,0.995000
35,80,0.371238,0.004640,18.738689,-0.200770,0,0.995000
36,80,0.371238,0.004640,18.644995,-0.211532,0,0.995000
37,80,0.371238,0.004640,18.551770,-0.205541,0,0.995000
38,80,0.371238,0.004640,18.459011,-0.204382,0,0.995000
39,80,0.371238,0.004640,18.366716,-0.198460,0,0.995000
40,80,0.371238,0.004640,18.274883,-0.239431,0,0.995000
41,80,0.371238,0.004640,18.183508,-0.219661,0,0.995000
42,80,0.371238,0.004640,18.092591,-0.226787,0,0.995000
43,80,0.371238,0.004640,18.002128,-0.233977,0,0.995000
44,80,0.371238,0.004640,17.912117,-0.245136,0,0.995000
45,80,0.371238,0.004640,17.822557,-0.243805,0,0.995000
46,80,0.371238,0.004640,17.733444,-0.247784,0,0.995000
47,80,0.371238,0.004640,17.644777,-0.231277,0,0.995000
48,80,0.371238,0.004640,17.556553,-0.253532,0,0.995000
49,80,0.371238,0.004640,17.468770,-0.257695,0,0.995000
50,80,0.371238,0.004640,17.381426,-0.248535,0,0.995000
51,80,0.371238,0.004640,17.294519,-0.259149,0,0.995000
52,80,0.371238,0.004640,17.208046,-0.252853,0,0.995000
53,80,0.371238,0.004640,17.122006,-0.272962,0,0.995000
54,80,0.371238,0.004640,17.036396,-0.270220,0,0.995000
55,80,0.371238,0.004640,16.951214,-0.273987,0,0.995000
56,80,0.371238,0.004640,16.866458,-0.273442,0,0.995000
57,80,0.371238,0.004640,16.782126,-0.264836,0,0.995000
58,80,0.371238,0.004640,16.698215,-0.279195,0,0.995000
59,80,0.371238,0.004640,16.614724,-0.291522,0,0.995000
60,80,0.371238,0.004640,16.531650,-0.276182,0,0.995000
61,80,0.371238,0.004640,16.448992,-0.285911,0,0.995000
62,80,0.371238,0.004640,16.366747,-0.292368,0,0.995000
63,80,0.371238,0.004640,16.284914,-0.284306,0,0.995000
