round,cohort_size,sum_w_cohort,avg_w_cohort,avg_norm_cached_g,avg_cos_cached_vs_honest_mean,n_in_S_t,decay_factor_this_round
31,80,0.421053,0.005263,18.954747,-0.210791,0,0.995000
32,80,0.421053,0.005263,18.859973,-0.198107,0,0.995000
33,80,0.421053,0.005263,18.765674,-0.217659,0,0.995000
34,80,0.421053,0.005263,18.671845,-0.213385,0,0.995000
35,80,0.421053,0.005263,18.578486,-0.229841,0,0.995000
36,80,0.421053,0.005263,18.485594,-0.225663,0,0.995000
37,80,0.421053,0.005263,18.393166,-0.217830,0,0.995000
38,80,0.421053,0.005263,18.301200,-0.229303,0,0.995000
39,80,0.421053,0.005263,18.209694,-0.238857,0,0.995000
40,80,0.421053,0.005263,18.118645,-0.244999,0,0.995000
41,80,0.421053,0.005263,18.028052,-0.240428,0,0.995000
42,80,0.421053,0.005263,17.937912,-0.249153,0,0.995000
43,80,0.421053,0.005263,17.848222,-0.253510,0,0.995000
44,80,0.421053,0.005263,17.758981,-0.246905,0,0.995000
45,80,0.421053,0.005263,17.670186,-0.238804,0,0.995000
46,80,0.421053,0.005263,17.581835,-0.269982,0,0.995000
47,80,0.421053,0.005263,17.493926,-0.276466,0,0.995000
48,80,0.421053,0.005263,17.406456,-0.268610,0,0.995000
49,80,0.421053,0.005263,17.319424,-0.271505,0,0.995000
50,80,0.421053,0.005263,17.232827,-0.289979,0,0.995000
51,80,0.421053,0.005263,17.146663,-0.267296,0,0.995000
52,80,0.421053,0.005263,17.060930,-0.277130,0,0.995000
53,80,0.421053,0.005263,16.975625,-0.281501,0,0.995000
54,80,0.421053,0.005263,16.890747,-0.295035,0,0.995000
55,80,0.421053,0.005263,16.806293,-0.286030,0,0.995000
56,80,0.421053,0.005263,16.722262,-0.273569,0,0.995000
57,80,0.421053,0.005263,16.638650,-0.286808,0,0.995000
58,80,0.421053,0.005263,16.555457,-0.290774,0,0.995000
59,80,0.421053,0.005263,16.472680,-0.290179,0,0.995000
60,80,0.421053,0.005263,16.390316,-0.306364,0,0.995000
61,80,0.421053,0.005263,16.308365,-0.264752,0,0.995000
62,80,0.421053,0.005263,16.226823,-0.301541,0,0.995000
63,80,0.421053,0.005263,16.145689,-0.278467,0,0.995000
64,80,0.421053,0.005263,16.064960,-0.279900,0,0.995000
65,80,0.421053,0.005263,15.984636,-0.277505,0,0.995000
66,80,0.421053,0.005263,15.904712,-0.281749,0,0.995000
67,80,0.421053,0.005263,15.825189,-0.295607,0,0.995000
68,80,0.421053,0.005263,15.746063,-0.280942,0,0.995000
69,80,0.421053,0.005263,15.667333,-0.306337,0,0.995000
70,80,0.421053,0.005263,15.588996,-0.286558,0,0.995000
71,80,0.421053,0.005263,15.511051,-0.303994,0,0.995000
72,80,0.421053,0.005263,15.433496,-0.304243,0,0.995000
73,80,0.421053,0.005263,15.356328,-0.309889,0,0.995000
74,80,0.421053,0.005263,15.279547,-0.314668,0,0.995000
75,80,0.421053,0.005263,15.203149,-0.310890,0,0.995000
76,80,0.421053,0.005263,15.127133,-0.311097,0,0.995000
77,80,0.421053,0.005263,15.051497,-0.301010,0,0.995000
78,80,0.421053,0.005263,14.976240,-0.296109,0,0.995000
79,80,0.421053,0.005263,14.901359,-0.306445,0,0.995000
80,80,0.421053,0.005263,14.826852,-0.311024,0,0.995000
81,80,0.421053,0.005263,14.752718,-0.319385,0,0.995000
82,80,0.421053,0.005263,14.678954,-0.289473,0,0.995000
83,80,0.421053,0.005263,14.605559,-0.310407,0,0.995000
84,80,0.421053,0.005263,14.532532,-0.318631,0,0.995000
85,80,0.421053,0.005263,14.459869,-0.298614,0,0.995000
86,80,0.421053,0.005263,14.387570,-0.321368,0,0.995000
87,80,0.421053,0.005263,14.315632,-0.308196,0,0.995000
88,80,0.421053,0.005263,14.244054,-0.315796,0,0.995000
89,80,0.421053,0.005263,14.172833,-0.311512,0,0.995000
90,80,0.421053,0.005263,14.101969,-0.289593,0,0.995000
91,80,0.421053,0.005263,14.031459,-0.304716,0,0.995000
92,80,0.421053,0.005263,13.961302,-0.283139,0,0.995000
93,80,0.421053,0.005263,13.891495,-0.287428,0,0.995000
94,80,0.421053,0.005263,13.822038,-0.315584,0,0.995000
95,80,0.421053,0.005263,13.752928,-0.309543,0,0.995000
96,80,0.421053,0.005263,13.684163,-0.286968,0,0.995000
97,80,0.421053,0.005263,13.615742,-0.323836,0,0.995000
98,80,0.421053,0.005263,13.547664,-0.294088,0,0.995000
99,80,0.421053,0.005263,13.479925,-0.299144,0,0.995000
100,80,0.421053,0.005263,13.412526,-0.312770,0,0.995000
101,80,0.421053,0.005263,13.345463,-0.308945,0,0.995000
102,80,0.421053,0.005263,13.278736,-0.295309,0,0.995000
103,80,0.421053,0.005263,13.212342,-0.312489,0,0.995000
104,80,0.421053,0.005263,13.146280,-0.301079,0,0.995000
105,80,0.421053,0.005263,13.080549,-0.299707,0,0.995000
106,80,0.421053,0.005263,13.015146,-0.308371,0,0.995000
107,80,0.421053,0.005263,12.950071,-0.287711,0,0.995000
108,80,0.421053,0.005263,12.885320,-0.314907,0,0.995000
109,80,0.421053,0.005263,12.820894,-0.304141,0,0.995000
110,80,0.421053,0.005263,12.756789,-0.317093,0,0.995000
111,80,0.421053,0.005263,12.693005,-0.296319,0,0.995000
112,80,0.421053,0.005263,12.629540,-0.317099,0,0.995000
113,80,0.421053,0.005263,12.566392,-0.310122,0,0.995000
114,80,0.421053,0.005263,12.503560,-0.307075,0,0.995000
115,80,0.421053,0.005263,12.441043,-0.305235,0,0.995000
116,80,0.421053,0.005263,12.378837,-0.306888,0,0.995000
117,80,0.421053,0.005263,12.316943,-0.297054,0,0.995000
118,80,0.421053,0.005263,12.255359,-0.318200,0,0.995000
119,80,0.421053,0.005263,12.194082,-0.310325,0,0.995000
120,80,0.421053,0.005263,12.133111,-0.244595,0,0.995000
121,80,0.421053,0.005263,12.072446,-0.299981,0,0.995000
122,80,0.421053,0.005263,12.012084,-0.303092,0,0.995000
123,80,0.421053,0.005263,11.952023,-0.291012,0,0.995000
124,80,0.421053,0.005263,11.892263,-0.311733,0,0.995000
125,80,0.421053,0.005263,11.832802,-0.310375,0,0.995000
126,80,0.421053,0.005263,11.773638,-0.291774,0,0.995000
127,80,0.421053,0.005263,11.714769,-0.279495,0,0.995000
128,80,0.421053,0.005263,11.656196,-0.291323,0,0.995000
129,80,0.421053,0.005263,11.597915,-0.271994,0,0.995000
130,80,0.421053,0.005263,11.539925,-0.306798,0,0.995000
131,80,0.421053,0.005263,11.482225,-0.288939,0,0.995000
132,80,0.421053,0.005263,11.424814,-0.293667,0,0.995000
133,80,0.421053,0.005263,11.367690,-0.295387,0,0.995000
134,80,0.421053,0.005263,11.310852,-0.295129,0,0.995000
135,80,0.421053,0.005263,11.254298,-0.299072,0,0.995000
136,80,0.421053,0.005263,11.198026,-0.293827,0,0.995000
137,80,0.421053,0.005263,11.142036,-0.283525,0,0.995000
138,80,0.421053,0.005263,11.086326,-0.300918,0,0.995000
139,80,0.421053,0.005263,11.030894,-0.295006,0,0.995000
140,80,0.421053,0.005263,10.975740,-0.288874,0,0.995000
141,80,0.421053,0.005263,10.920861,-0.287616,0,0.995000
142,80,0.421053,0.005263,10.866257,-0.281306,0,0.995000
143,80,0.421053,0.005263,10.811925,-0.262150,0,0.995000
144,80,0.421053,0.005263,10.757866,-0.285874,0,0.995000
145,80,0.421053,0.005263,10.704076,-0.290743,0,0.995000
146,80,0.421053,0.005263,10.650556,-0.260844,0,0.995000
147,80,0.421053,0.005263,10.597303,-0.305827,0,0.995000
148,80,0.421053,0.005263,10.544317,-0.288697,0,0.995000
149,80,0.421053,0.005263,10.491595,-0.296935,0,0.995000
150,80,0.421053,0.005263,10.439137,-0.282512,0,0.995000
151,80,0.421053,0.005263,10.386942,-0.285499,0,0.995000
152,80,0.421053,0.005263,10.335007,-0.267324,0,0.995000
153,80,0.421053,0.005263,10.283332,-0.291911,0,0.995000
154,80,0.421053,0.005263,10.231915,-0.292982,0,0.995000
155,80,0.421053,0.005263,10.180756,-0.297062,0,0.995000
156,80,0.421053,0.005263,10.129852,-0.271845,0,0.995000
157,80,0.421053,0.005263,10.079202,-0.289417,0,0.995000
158,80,0.421053,0.005263,10.028806,-0.270701,0,0.995000
159,80,0.421053,0.005263,9.978662,-0.248271,0,0.995000
160,80,0.421053,0.005263,9.928769,-0.281351,0,0.995000
161,80,0.421053,0.005263,9.879125,-0.285005,0,0.995000
162,80,0.421053,0.005263,9.829730,-0.251017,0,0.995000
163,80,0.421053,0.005263,9.780581,-0.272918,0,0.995000
164,80,0.421053,0.005263,9.731678,-0.281952,0,0.995000
165,80,0.421053,0.005263,9.683020,-0.253037,0,0.995000
166,80,0.421053,0.005263,9.634605,-0.270503,0,0.995000
167,80,0.421053,0.005263,9.586432,-0.277508,0,0.995000
168,80,0.421053,0.005263,9.538499,-0.264795,0,0.995000
169,80,0.421053,0.005263,9.490807,-0.268339,0,0.995000
170,80,0.421053,0.005263,9.443353,-0.264118,0,0.995000
171,80,0.421053,0.005263,9.396136,-0.251871,0,0.995000
172,80,0.421053,0.005263,9.349155,-0.217496,0,0.995000
173,80,0.421053,0.005263,9.302410,-0.267280,0,0.995000
174,80,0.421053,0.005263,9.255898,-0.218017,0,0.995000
175,80,0.421053,0.005263,9.209618,-0.229427,0,0.995000
176,80,0.421053,0.005263,9.163570,-0.267112,0,0.995000
177,80,0.421053,0.005263,9.117752,-0.277206,0,0.995000
178,80,0.421053,0.005263,9.072163,-0.259400,0,0.995000
179,80,0.421053,0.005263,9.026803,-0.269268,0,0.995000
180,80,0.421053,0.005263,8.981669,-0.211334,0,0.995000
181,80,0.421053,0.005263,8.936760,-0.252974,0,0.995000
182,80,0.421053,0.005263,8.892076,-0.238277,0,0.995000
183,80,0.421053,0.005263,8.847616,-0.239887,0,0.995000
184,80,0.421053,0.005263,8.803378,-0.274007,0,0.995000
185,80,0.421053,0.005263,8.759361,-0.247853,0,0.995000
186,80,0.421053,0.005263,8.715564,-0.252266,0,0.995000
187,80,0.421053,0.005263,8.671986,-0.239957,0,0.995000
188,80,0.421053,0.005263,8.628627,-0.234570,0,0.995000
189,80,0.421053,0.005263,8.585483,-0.271018,0,0.995000
190,80,0.421053,0.005263,8.542556,-0.240575,0,0.995000
191,80,0.421053,0.005263,8.499843,-0.256256,0,0.995000
192,80,0.421053,0.005263,8.457344,-0.240268,0,0.995000
193,80,0.421053,0.005263,8.415057,-0.257702,0,0.995000
194,80,0.421053,0.005263,8.372982,-0.220946,0,0.995000
195,80,0.421053,0.005263,8.331117,-0.258443,0,0.995000
196,80,0.421053,0.005263,8.289462,-0.237191,0,0.995000
197,80,0.421053,0.005263,8.248014,-0.248751,0,0.995000
198,80,0.421053,0.005263,8.206774,-0.248807,0,0.995000
199,80,0.421053,0.005263,8.165740,-0.214932,0,0.995000
