round,cohort_size,sum_w_cohort,avg_w_cohort,avg_norm_cached_g,avg_cos_cached_vs_honest_mean,n_in_S_t,decay_factor_this_round
0,80,0.420091,0.005251,27.505053,+0.126687,80,0.995000
1,80,0.421053,0.005263,30.780238,+0.151658,80,0.995000
2,80,0.421053,0.005263,32.540464,+0.156675,80,0.995000
3,80,0.421053,0.005263,32.367367,+0.151804,80,0.995000
4,80,0.421053,0.005263,30.825805,+0.162915,80,0.995000
5,80,0.421053,0.005263,29.004426,+0.179694,80,0.995000
6,80,0.421053,0.005263,27.183205,+0.197659,80,0.995000
7,80,0.421053,0.005263,25.520909,+0.232795,80,0.995000
8,80,0.421053,0.005263,24.099626,+0.251916,80,0.995000
9,80,0.421053,0.005263,22.662155,+0.274617,80,0.995000
10,80,0.421053,0.005263,21.389969,+0.284615,80,0.995000
11,80,0.421053,0.005263,20.257925,+0.288822,80,0.995000
12,80,0.421053,0.005263,19.155644,+0.287750,80,0.995000
13,80,0.421053,0.005263,18.185077,+0.262983,80,0.995000
14,80,0.420313,0.005254,17.354624,+0.277849,80,0.995000
15,80,0.420939,0.005262,16.592330,+0.262686,80,0.995000
16,80,0.421053,0.005263,15.957265,+0.236925,80,0.995000
17,80,0.421053,0.005263,15.232181,+0.226087,80,0.995000
18,80,0.421053,0.005263,14.980835,+0.229828,80,0.995000
19,80,0.421053,0.005263,11.987824,+0.258178,80,0.995000
20,80,0.421053,0.005263,11.927885,+0.222113,0,0.995000
21,80,0.421053,0.005263,11.868246,+0.197559,0,0.995000
22,80,0.421053,0.005263,11.808904,+0.178007,0,0.995000
23,80,0.421053,0.005263,11.749860,+0.141652,0,0.995000
24,80,0.421053,0.005263,11.691110,+0.113304,0,0.995000
25,80,0.421053,0.005263,11.632655,+0.115598,0,0.995000
26,80,0.421053,0.005263,11.574492,+0.077994,0,0.995000
27,80,0.421053,0.005263,11.516619,+0.077565,0,0.995000
28,80,0.421053,0.005263,11.459036,+0.066615,0,0.995000
29,80,0.421053,0.005263,11.401741,+0.063499,0,0.995000
30,80,0.421053,0.005263,11.344732,+0.040741,0,0.995000
31,80,0.421053,0.005263,11.288009,+0.025946,0,0.995000
32,80,0.421053,0.005263,11.231568,+0.020294,0,0.995000
33,80,0.421053,0.005263,11.175411,+0.011292,0,0.995000
34,80,0.421053,0.005263,11.119534,-0.002299,0,0.995000
35,80,0.421053,0.005263,11.063936,-0.010636,0,0.995000
36,80,0.421053,0.005263,11.008616,-0.025974,0,0.995000
37,80,0.421053,0.005263,10.953573,-0.023616,0,0.995000
38,80,0.421053,0.005263,10.898805,-0.039276,0,0.995000
39,80,0.421053,0.005263,10.844311,-0.045255,0,0.995000
40,80,0.421053,0.005263,10.790090,-0.055130,0,0.995000
41,80,0.421053,0.005263,10.736139,-0.062278,0,0.995000
42,80,0.421053,0.005263,10.682459,-0.089656,0,0.995000
43,80,0.421053,0.005263,10.629046,-0.084279,0,0.995000
44,80,0.421053,0.005263,10.575901,-0.085380,0,0.995000
45,80,0.421053,0.005263,10.523022,-0.087523,0,0.995000
46,80,0.421053,0.005263,10.470406,-0.106310,0,0.995000
47,80,0.421053,0.005263,10.418054,-0.117815,0,0.995000
48,80,0.421053,0.005263,10.365964,-0.099327,0,0.995000
49,80,0.421053,0.005263,10.314134,-0.119304,0,0.995000
50,80,0.421053,0.005263,10.262564,-0.132627,0,0.995000
51,80,0.421053,0.005263,10.211251,-0.118897,0,0.995000
52,80,0.421053,0.005263,10.160195,-0.142635,0,0.995000
53,80,0.421053,0.005263,10.109394,-0.140811,0,0.995000
54,80,0.421053,0.005263,10.058847,-0.146189,0,0.995000
55,80,0.421053,0.005263,10.008552,-0.149484,0,0.995000
56,80,0.421053,0.005263,9.958510,-0.153260,0,0.995000
57,80,0.421053,0.005263,9.908717,-0.153736,0,0.995000
58,80,0.421053,0.005263,9.859173,-0.166546,0,0.995000
59,80,0.421053,0.005263,9.809878,-0.167633,0,0.995000
60,80,0.421053,0.005263,9.760828,-0.175921,0,0.995000
61,80,0.421053,0.005263,9.712024,-0.156511,0,0.995000
62,80,0.421053,0.005263,9.663464,-0.183275,0,0.995000
63,80,0.421053,0.005263,9.615147,-0.160935,0,0.995000
64,80,0.421053,0.005263,9.567071,-0.182816,0,0.995000
65,80,0.421053,0.005263,9.519236,-0.168250,0,0.995000
66,80,0.421053,0.005263,9.471639,-0.167699,0,0.995000
67,80,0.421053,0.005263,9.424281,-0.190963,0,0.995000
68,80,0.421053,0.005263,9.377160,-0.177259,0,0.995000
69,80,0.421053,0.005263,9.330274,-0.203880,0,0.995000
70,80,0.421053,0.005263,9.283623,-0.191938,0,0.995000
71,80,0.421053,0.005263,9.237205,-0.208659,0,0.995000
72,80,0.421053,0.005263,9.191018,-0.213073,0,0.995000
73,80,0.421053,0.005263,9.145063,-0.210864,0,0.995000
74,80,0.421053,0.005263,9.099338,-0.223553,0,0.995000
75,80,0.421053,0.005263,9.053841,-0.204960,0,0.995000
76,80,0.421053,0.005263,9.008572,-0.226359,0,0.995000
77,80,0.421053,0.005263,8.963529,-0.197309,0,0.995000
78,80,0.421053,0.005263,8.918712,-0.206614,0,0.995000
79,80,0.421053,0.005263,8.874118,-0.210224,0,0.995000
80,80,0.421053,0.005263,8.829748,-0.218864,0,0.995000
81,80,0.421053,0.005263,8.785599,-0.233431,0,0.995000
82,80,0.421053,0.005263,8.741671,-0.193951,0,0.995000
83,80,0.421053,0.005263,8.697962,-0.201352,0,0.995000
84,80,0.421053,0.005263,8.654473,-0.232496,0,0.995000
85,80,0.421053,0.005263,8.611200,-0.201163,0,0.995000
86,80,0.421053,0.005263,8.568144,-0.238118,0,0.995000
87,80,0.421053,0.005263,8.525304,-0.235637,0,0.995000
88,80,0.421053,0.005263,8.482677,-0.240843,0,0.995000
89,80,0.421053,0.005263,8.440264,-0.225823,0,0.995000
90,80,0.421053,0.005263,8.398062,-0.212092,0,0.995000
91,80,0.421053,0.005263,8.356072,-0.218844,0,0.995000
92,80,0.421053,0.005263,8.314292,-0.204530,0,0.995000
93,80,0.421053,0.005263,8.272720,-0.209463,0,0.995000
94,80,0.421053,0.005263,8.231357,-0.243661,0,0.995000
95,80,0.421053,0.005263,8.190200,-0.227738,0,0.995000
96,80,0.421053,0.005263,8.149249,-0.222943,0,0.995000
97,80,0.421053,0.005263,8.108503,-0.250310,0,0.995000
98,80,0.421053,0.005263,8.067960,-0.208055,0,0.995000
99,80,0.421053,0.005263,8.027620,-0.221234,0,0.995000
100,80,0.421053,0.005263,7.987482,-0.239177,0,0.995000
101,80,0.421053,0.005263,7.947545,-0.234837,0,0.995000
102,80,0.421053,0.005263,7.907807,-0.219665,0,0.995000
103,80,0.421053,0.005263,7.868268,-0.251432,0,0.995000
104,80,0.421053,0.005263,7.828927,-0.226838,0,0.995000
105,80,0.421053,0.005263,7.789782,-0.225545,0,0.995000
106,80,0.421053,0.005263,7.750833,-0.239567,0,0.995000
107,80,0.421053,0.005263,7.712079,-0.225578,0,0.995000
108,80,0.421053,0.005263,7.673519,-0.254521,0,0.995000
109,80,0.421053,0.005263,7.635151,-0.240532,0,0.995000
110,80,0.421053,0.005263,7.596975,-0.245927,0,0.995000
111,80,0.421053,0.005263,7.558990,-0.235907,0,0.995000
112,80,0.421053,0.005263,7.521195,-0.250801,0,0.995000
113,80,0.421053,0.005263,7.483589,-0.236141,0,0.995000
114,80,0.421053,0.005263,7.446171,-0.240874,0,0.995000
115,80,0.421053,0.005263,7.408941,-0.238695,0,0.995000
116,80,0.421053,0.005263,7.371896,-0.244212,0,0.995000
117,80,0.421053,0.005263,7.335036,-0.235516,0,0.995000
118,80,0.421053,0.005263,7.298361,-0.256733,0,0.995000
119,80,0.421053,0.005263,7.261869,-0.238512,0,0.995000
120,80,0.421053,0.005263,7.225560,-0.183538,0,0.995000
121,80,0.421053,0.005263,7.189432,-0.227535,0,0.995000
122,80,0.421053,0.005263,7.153485,-0.235576,0,0.995000
123,80,0.421053,0.005263,7.117718,-0.209118,0,0.995000
124,80,0.421053,0.005263,7.082129,-0.246180,0,0.995000
125,80,0.421053,0.005263,7.046718,-0.260355,0,0.995000
126,80,0.421053,0.005263,7.011485,-0.231737,0,0.995000
127,80,0.421053,0.005263,6.976427,-0.220998,0,0.995000
128,80,0.421053,0.005263,6.941545,-0.246478,0,0.995000
129,80,0.421053,0.005263,6.906838,-0.210365,0,0.995000
130,80,0.421053,0.005263,6.872303,-0.256800,0,0.995000
131,80,0.421053,0.005263,6.837942,-0.241262,0,0.995000
