round,test_acc,test_loss
0,0.068600,2.309219
10,0.527300,2.064301
20,0.627100,1.780281
30,0.624000,1.537343
40,0.650800,1.330964
50,0.684600,1.164729
60,0.711900,1.036351
70,0.739400,0.938945
80,0.762500,0.863277
90,0.783200,0.802591
100,0.799300,0.751964
110,0.809800,0.709476
120,0.820800,0.673462
130,0.829500,0.641236
140,0.839000,0.614307
150,0.842900,0.592021
160,0.847600,0.572588
170,0.853100,0.554211
180,0.856400,0.539100
190,0.860300,0.524203
200,0.863200,0.511165
