round,sum_w_cohort_proxy,avg_cos_cached_vs_hon_mean,n_in_S_t,decay_factor
111,0.200000,-0.248516,0,0.995000
112,0.200000,-0.255868,0,0.995000
113,0.200000,-0.235315,0,0.995000
114,0.200000,-0.239882,0,0.995000
115,0.200000,-0.260043,0,0.995000
116,0.200000,-0.250789,0,0.995000
117,0.200000,-0.240394,0,0.995000
118,0.200000,-0.249666,0,0.995000
119,0.200000,-0.256650,0,0.995000
120,0.200000,-0.217175,0,0.995000
121,0.200000,-0.225795,0,0.995000
122,0.200000,-0.253093,0,0.995000
123,0.200000,-0.249155,0,0.995000
124,0.200000,-0.245975,0,0.995000
125,0.200000,-0.262084,0,0.995000
126,0.200000,-0.248802,0,0.995000
127,0.200000,-0.245943,0,0.995000
128,0.200000,-0.239812,0,0.995000
129,0.200000,-0.245709,0,0.995000
130,0.200000,-0.254022,0,0.995000
131,0.200000,-0.244446,0,0.995000
132,0.200000,-0.254838,0,0.995000
133,0.200000,-0.226155,0,0.995000
134,0.200000,-0.252119,0,0.995000
135,0.200000,-0.264117,0,0.995000
136,0.200000,-0.257813,0,0.995000
137,0.200000,-0.250655,0,0.995000
138,0.200000,-0.256210,0,0.995000
139,0.200000,-0.243731,0,0.995000
140,0.200000,-0.244957,0,0.995000
141,0.200000,-0.257292,0,0.995000
142,0.200000,-0.255404,0,0.995000
143,0.200000,-0.241710,0,0.995000
144,0.200000,-0.245869,0,0.995000
145,0.200000,-0.259297,0,0.995000
146,0.200000,-0.250882,0,0.995000
147,0.200000,-0.250990,0,0.995000
148,0.200000,-0.255226,0,0.995000
149,0.200000,-0.237535,0,0.995000
150,0.200000,-0.262138,0,0.995000
151,0.200000,-0.253835,0,0.995000
152,0.200000,-0.237678,0,0.995000
153,0.200000,-0.264073,0,0.995000
154,0.200000,-0.243848,0,0.995000
155,0.200000,-0.259495,0,0.995000
156,0.200000,-0.242889,0,0.995000
157,0.200000,-0.256669,0,0.995000
158,0.200000,-0.261833,0,0.995000
159,0.200000,-0.260411,0,0.995000
160,0.200000,-0.260367,0,0.995000
161,0.200000,-0.242508,0,0.995000
162,0.200000,-0.244855,0,0.995000
163,0.200000,-0.256930,0,0.995000
164,0.200000,-0.237681,0,0.995000
165,0.200000,-0.258286,0,0.995000
166,0.200000,-0.245422,0,0.995000
167,0.200000,-0.257029,0,0.995000
168,0.200000,-0.262311,0,0.995000
169,0.200000,-0.239442,0,0.995000
170,0.200000,-0.241569,0,0.995000
171,0.200000,-0.244335,0,0.995000
172,0.200000,-0.253344,0,0.995000
173,0.200000,-0.251006,0,0.995000
174,0.200000,-0.235305,0,0.995000
175,0.200000,-0.244987,0,0.995000
176,0.200000,-0.257500,0,0.995000
177,0.200000,-0.231224,0,0.995000
178,0.200000,-0.244627,0,0.995000
179,0.200000,-0.241937,0,0.995000
180,0.200000,-0.246020,0,0.995000
181,0.200000,-0.238915,0,0.995000
182,0.200000,-0.255471,0,0.995000
183,0.200000,-0.244942,0,0.995000
184,0.200000,-0.241619,0,0.995000
185,0.200000,-0.246990,0,0.995000
186,0.200000,-0.256006,0,0.995000
187,0.200000,-0.232584,0,0.995000
188,0.200000,-0.236737,0,0.995000
189,0.200000,-0.255044,0,0.995000
190,0.200000,-0.259235,0,0.995000
191,0.200000,-0.246380,0,0.995000
192,0.200000,-0.246835,0,0.995000
193,0.200000,-0.242138,0,0.995000
194,0.200000,-0.257291,0,0.995000
195,0.200000,-0.250738,0,0.995000
196,0.200000,-0.245424,0,0.995000
197,0.200000,-0.240413,0,0.995000
198,0.200000,-0.245148,0,0.995000
199,0.200000,-0.250320,0,0.995000
